"Charming Billy",3.0,0736644253,6.37573403818,6.81400104254,6.78245499007,80.7297972786,9.45400597696,31.0679764385,8.6396168211,2.36965213914,8.02377886799,4.1264170856,1.27924104357,17.6171531387,5002.0,0.092225462716,363624,112728,88121,8127,5002,1,11853,5303,19608,2555,942,296,1549,308,535,97,386,80
"Servant of the Bones - Anne Rice",3.0,0345389417,3.14178157306,2.59767653781,4.90121587396,90.8409699549,6.47528578552,23.3059141267,7.26915059771,1.33896507847,8.20661945061,4.01050423058,1.24779528101,10.2764032235,14146.0,0.0790534498177,583007,181392,145370,11492,14146,1,18941,8594,37382,4766,2042,815,4888,740,666,315,796,159
"The Prince - Niccolo Machiavelli",4.5,0226500438,3.85575571895,2.62206931289,5.46098174123,77.4768052094,6.6408856763,26.0684335881,7.30805316052,1.15320704553,8.10152025936,4.50712099812,1.46130532015,5.64705882353,6018.0,0.128207391714,153170,49661,33984,4357,6018,1,6940,3723,9007,1409,834,360,588,673,407,111,284,139
"The Rape of Nanking_ The Forgotten Holocau - Iris Chang",4.0,0613180771,9.85966145549,10.4692883171,11.0579452004,56.7154999636,11.9189784774,44.8126969112,10.9626813137,4.83997835107,10.9475258292,4.84504873275,1.55660649174,18.1582175717,5543.0,0.120157772898,487659,156674,100651,12094,5543,1,26828,11715,40862,2240,724,194,565,847,1563,118,630,203
"Outlander 01 - Outlander - Diana Gabaldon",4.5,0385302304,5.08526600469,5.01728191039,6.45503003214,83.1926235858,8.33885902919,29.4945550737,8.40039844432,2.16595005032,8.88581421596,4.14959594186,1.29586200727,13.8053700485,21862.0,0.0592618608211,1252402,391108,301813,17886,21862,1,47352,21253,87248,7718,2916,898,6988,1014,2042,273,1644,467
"D. J. MacHale The Merchant of Death Pendra - Desconocido",5.0,0743437314,2.72623059575,2.44255729437,4.72007815679,93.7553049576,6.10860665471,22.1732935213,6.9315291163,1.22196815027,8.0385068143,3.98144160526,1.21378441318,10.2399346672,12245.0,0.0592879701407,499225,152194,125388,7434,12245,1,14963,6309,30923,5680,1469,594,4058,869,519,255,819,390
"A Painted House - John Grisham",4.0,038550120,3.91932179353,3.87754430119,5.78956195152,88.5357567311,7.0122325122,25.4144157282,7.43722779008,1.61118839428,8.25965955681,4.08737848148,1.2530210427,12.1119833068,10064.0,0.067057713606,498231,152737,121895,8174,10064,1,16215,6605,31052,4574,1219,277,3625,539,499,230,908,271
"The Count of Monte Cristo",5.0,0679601996,8.14823165225,8.41027928589,8.20893062522,69.9097139966,11.4284877057,37.0060996986,10.4456772802,3.42332570005,8.7061312763,4.35281173436,1.39442148805,18.6770720341,24891.0,0.0383745867311,2023583,648254,464891,17840,24891,1,85210,45997,121986,15700,7390,685,3240,1373,4857,384,2042,427
"Red Rabbit - Tom Clancy",2.0,0425191184,5.2759788701,5.08753457259,7.138120833,79.4822697215,8.40656348132,29.5236050036,8.65230998239,2.12749135233,8.58433364854,4.30416128153,1.35550251013,12.4898698732,18213.0,0.0667361239329,979102,308347,227478,15181,18213,1,38748,19396,62356,8233,3086,931,3938,1032,2194,329,1444,307
"Walk Two Moons - Sharon Creech",4.5,0064405176,2.78139850491,2.73489242087,4.9452080434,94.0661502806,6.13192129281,23.1644407745,6.86988990854,1.33253493014,8.36395276263,4.00140741992,1.20535194881,10.6365269461,5010.0,0.0917074818443,213231,64232,53289,4887,5010,1,6676,2501,14174,1949,604,69,1644,282,156,144,227,91
"Rocket Boys - Homer Hickam",5.0,038533320,4.26580065551,3.98618080682,5.68803009151,87.0311083617,7.55982346812,26.9510671324,7.86767029553,1.8092797913,8.60892892682,4.05206769684,1.26420897719,12.6618839094,10733.0,0.0782634289919,550676,171806,135900,10636,10733,1,19419,8477,37391,3768,1154,124,3616,551,825,277,652,320
"Fast Food Nation - Eric Schlosser",4.5,0395977894,9.10473730683,10.2052909525,11.1878909789,60.5835599937,11.7033829637,43.4882232673,10.8789958894,4.52977389747,11.5219010267,4.88104532008,1.52128768312,17.2911349899,8934.0,0.107962894633,754019,235007,154479,16678,8934,1,40469,18487,68755,3466,958,443,887,998,2414,108,1519,307
"The Fourth Hand - John Irving",3.0,037541911,5.87079739678,5.96312829269,7.23101146651,79.0693274734,9.13965483858,32.4235149645,9.00255364683,2.60389341433,9.36388713506,4.26049921321,1.33443892695,14.652353997,7243.0,0.0901938243802,452154,141620,106127,9572,7243,1,18860,8699,33610,4149,1236,362,1618,587,754,221,515,206
"Truman",5.0,0671798871,7.98618626097,8.38538316704,9.32302094787,67.2101937993,10.3882499773,37.7648942468,9.84545753899,3.50914233761,9.93714424139,4.57766709092,1.45234074147,16.5091423376,29697.0,0.0514795868416,2244302,712042,490272,25239,29697,1,104211,46387,170207,16199,5663,1249,4421,3517,6940,463,2775,865
"Vivian Vande Velde Companions of the Night - Vivian Vande Velde",5.0,0152002219,1.74247596002,1.15882910537,3.80365824487,94.824234548,5.10642047006,20.0933785025,6.48550718412,0.909090909091,7.96379978479,4.06555126555,1.24145860146,6.88016528926,8470.0,0.0994937794938,236920,72346,58275,5798,8470,1,7700,3430,14711,1982,683,349,1571,639,299,120,363,178
"A Voice in the Wind - Francine Rivers",5.0,1886463166,4.08034077179,3.7545990979,6.33496796889,84.1663243116,6.90779602317,26.6856638291,7.63991375606,1.6881437881,8.62644076357,4.25289618601,1.32632571895,10.3069161236,19028.0,0.0704313685499,834078,260119,196120,13813,19028,1,32122,13655,55628,5252,2286,387,5011,581,1260,456,1143,333
